Ref,Storyline,Comments,CDate,UDate,CName,UName
670,"Kenton's return",,"07/03/02 12:46:58","07/09/02 12:36:54","fishec50","fishec50"
671,"Kirsty and the missing money",,"07/04/02 10:48:56","03/24/05 11:37:03","fishec50","fishec50"
673,"Kathy's love life",,"07/04/02 11:57:22","05/25/06 17:18:01","fishec50","fishec50"
675,"Surgery closure",,"07/10/02 14:33:16","07/10/02 14:33:17","fishec50","fishec50"
677,"Siobhan's pregnancy","Also see Tim and Janet - Brian and Siobhan's affair.
Brian's affair with Siobhan is over. Brian's car crash.","07/19/02 11:48:27","03/02/07 12:03:11","fishec50","fishec50"
678,"Drugs - ketamine",,"07/25/02 15:52:37","07/25/02 15:52:37","fishec50","fishec50"
679,"Joe and his pony and trap",,"07/25/02 17:16:13","07/25/02 17:16:14","fishec50","fishec50"
680,"Kenton and Kathy",,"07/30/02 14:21:22","07/30/02 14:21:22","fishec50","fishec50"
681,"Janet leaves",,"07/30/02 15:19:47","07/30/02 15:19:47","fishec50","fishec50"
682,"Kenton scrounging off the family",,"07/30/02 15:52:23","09/30/13 15:57:47","fishec50","fishec50"
683,"Vets at the Stables",,"07/30/02 16:37:39","07/30/02 16:37:39","fishec50","fishec50"
684,"Honeymoon",,"08/02/02 10:41:39","08/02/02 10:41:39","fishec50","fishec50"
685,"Lynda's paddock",,"09/02/02 17:10:34","09/02/02 17:10:34","fishec50","fishec50"
686,"Fallon and Peggy","See Sid and Jolene's wedding","09/10/02 10:25:42","09/10/02 10:25:42","fishec50","fishec50"
687,"Mike and Betty's Dancing",,"09/12/02 15:50:05","06/27/07 12:05:37","fishec50","fishec50"
688,"Hungarian Student",,"09/12/02 15:54:15","09/12/02 15:54:50","fishec50","fishec50"
689,"Agricultural Shows",,"09/12/02 16:43:20","09/12/02 16:43:20","fishec50","fishec50"
690,"Eddie's J.C.B.","See Lynda's paddock","09/17/02 16:31:18","09/17/02 16:32:29","fishec50","fishec50"
691,"County Flowers",,"09/20/02 15:00:12","09/20/02 15:00:13","fishec50","fishec50"
692,"Liberty and Livelihood March",,"09/20/02 15:01:36","09/20/02 15:01:36","fishec50","fishec50"
693,"David and Ruth at Brookfield",,"09/20/02 15:17:06","09/20/02 15:17:06","fishec50","fishec50"
694,"Lower Loxley Rare breeds",,"09/26/02 16:11:43","05/23/06 11:09:56","fishec50","fishec50"
695,"Quad bike",,"10/11/02 11:52:40","10/11/02 11:52:41","fishec50","fishec50"
696,"Supermarkets",,"10/15/02 16:34:42","10/15/02 16:34:47","fishec50","fishec50"
697,"Marjorie at the Laurels","See Roy and Hayley at Willow Farm","10/15/02 16:38:00","01/11/06 14:36:53","fishec50","fishec50"
698,"Home Farm environment",,"10/17/02 15:56:45","10/17/02 15:57:22","fishec50","fishec50"
699,"Milk Group",,"10/18/02 10:43:06","10/18/02 10:44:07","fishec50","fishec50"
700,"Jokes",,"10/25/02 11:15:48","10/25/02 11:15:48","fishec50","fishec50"
701,"Supercooks",,"10/25/02 16:07:50","10/25/02 16:07:50","fishec50","fishec50"
702,"IACS",,"10/25/02 16:23:45","10/25/02 16:23:46","fishec50","fishec50"
703,"Brucellosis",,"10/25/02 16:46:44","10/25/02 16:46:45","fishec50","fishec50"
705,"Caroline and Oliver talking Italian",,"10/29/02 15:45:49","10/29/02 15:45:49","fishec50","fishec50"
706,"Grundy World of Christmas","The Grundys were living at Keeper's Cottage before they got their field. 
For Christmas 2002 they couldn't fatten any turkeys.","10/29/02 16:44:42","11/21/07 15:19:10","fishec50","fishec50"
707,"Death of Solly Pritchard",,"11/15/02 16:23:08","04/04/06 12:37:05","fishec50","fishec50"
708,"Cyber café at The Bull",,"11/20/02 16:29:41","04/30/03 12:03:58","fishec50","fishec50"
709,"Carols by Candlelight",,"11/29/02 16:58:48","11/29/02 16:58:48","fishec50","fishec50"
710,"Drink Driving",,"12/02/02 10:51:29","12/02/02 10:51:29","fishec50","fishec50"
711,"Travel",,"12/02/02 11:21:05","12/02/02 11:21:05","fishec50","fishec50"
712,"Talking Newspaper",,"12/02/02 11:34:12","12/02/02 11:34:12","fishec50","fishec50"
714,"Daring Daniel",,"12/11/02 16:31:48","12/11/02 16:32:00","fishec50","fishec50"
715,"Brian's affair with Siobhan is over","Tim and Janet. Tim and Siobhan.  Siobhan's pregnancy. Brian and Siobhan's affair. Brian's car crash. Brian's relationship with Ruairi, Death of Siobhan and Ruairi in the Aldridge family","12/17/02 14:45:11","06/19/07 10:27:36","fishec50","fishec50"
716,"Nigel's drinking",,"12/17/02 15:12:55","12/17/02 15:12:57","fishec50","fishec50"
717,"Heather and Phil",,"12/17/02 15:25:08","12/17/02 15:25:08","fishec50","fishec50"
718,"Grundy land",,"12/18/02 11:53:05","07/15/03 18:18:56","fishec50","fishec50"
719,"Boules",,"01/07/03 10:54:37","01/07/03 10:54:37","fishec50","fishec50"
720,"Adam's return",,"01/15/03 11:03:59","01/22/10 17:27:51","fishec50","fishec50"
721,"Debbie gets depressed","As a result of the break up of her marriage and Brain deceiving Jennifer, Deb feels let down and depressed","01/15/03 14:21:13","03/27/07 15:16:49","fishec50","fishec50"
722,"Ambridge without a Vicar",,"01/15/03 14:39:19","01/15/03 14:39:20","fishec50","fishec50"
723,"Kenton at Jaxx Café","Jaxx cafe is owned by Jack Woolley but run by Kenton. Sold by Jack in August 2005","01/15/03 15:31:42","11/16/12 16:05:38","fishec50","fishec50"
724,"Eddie and Maxine",,"01/16/03 11:14:38","01/16/03 11:14:39","fishec50","fishec50"
725,"Joe and The parrot",,"01/16/03 11:20:10","01/16/03 11:20:10","fishec50","fishec50"
726,"Clarrie's Pregnancy",,"01/16/03 17:56:10","01/16/03 17:56:10","fishec50","fishec50"
727,"Midsummer Meadow - Brookfield Land Sale",,"01/17/03 10:25:01","02/04/03 14:27:00","fishec50","fishec50"
728,"National Garden Scheme",,"01/30/03 16:11:44","01/30/03 16:11:44","fishec50","fishec50"
729,"BSE",,"02/03/03 12:01:43","02/03/03 12:01:43","fishec50","fishec50"
730,"Bird watching",,"02/04/03 14:29:35","02/04/03 14:29:36","fishec50","fishec50"
733,"Alice showjumping",,"02/12/03 17:32:05","02/12/03 17:32:29","fishec50","fishec50"
734,"Jacob Sheep",,"02/17/03 09:48:29","02/17/03 09:48:30","fishec50","fishec50"
735,"Susan's money worries",,"02/24/03 17:20:37","02/24/03 17:20:37","fishec50","fishec50"
736,"Danish student at Bridge farm",,"02/26/03 10:15:10","02/26/03 10:15:11","fishec50","fishec50"
737,"Martha and the missing money",,"02/26/03 16:04:00","02/26/03 16:04:01","fishec50","fishec50"
738,"Nigel's drinking and driving",,"02/26/03 16:38:41","02/26/03 16:38:41","fishec50","fishec50"
740,"silage",,"02/28/03 13:04:55","02/28/03 13:04:55","fishec50","fishec50"
741,"Missing Aphrodite",,"02/28/03 16:10:21","02/28/03 16:10:21","fishec50","fishec50"
742,"Death of Grace Archer",,"03/03/03 11:24:31","04/04/06 12:37:37","fishec50","fishec50"
743,"Neighbours from Hell",,"03/26/03 10:20:43","03/26/03 10:20:43","fishec50","fishec50"
744,"Wild Service Tree",,"03/26/03 10:28:24","03/26/03 10:28:24","fishec50","fishec50"
745,"Usha's love life",,"04/09/03 14:46:09","04/09/03 14:46:09","fishec50","fishec50"
746,"Tom and Fallon",,"04/09/03 14:54:09","04/09/03 14:54:09","fishec50","fishec50"
747,"Daphne’s café",,"04/11/03 14:34:10","04/11/03 14:34:10","fishec50","fishec50"
749,"Adam's love life",,"04/11/03 14:44:57","01/22/10 17:27:58","fishec50","fishec50"
750,"Adam at Home Farm","See Adam and Debbie at Home Farm.
See Home Farm Strawberries","04/25/03 11:28:56","06/08/06 10:59:07","fishec50","fishec50"
751,"Matt the Property Developer",,"04/30/03 11:31:05","01/10/08 14:14:27","fishec50","fishec50"
752,"Nigel turns Green",,"05/02/03 12:02:36","05/02/03 12:02:36","fishec50","fishec50"
753,"Brookfield Finance","Also see Bert in the Bungalow","05/07/03 16:40:34","12/04/03 17:17:36","fishec50","fishec50"
754,"Sharon the hairdresser",,"05/08/03 12:30:15","05/08/03 12:30:15","fishec50","fishec50"
755,"Brookfield Bungalow",,"05/08/03 12:51:56","05/16/11 17:07:57","fishec50","fishec50"
758,"Lynda's Llamas",,"06/04/03 12:24:17","06/04/03 12:24:17","fishec50","fishec50"
759,"Three Peaks Challenge",,"06/05/03 11:50:16","10/26/04 10:44:30","fishec50","fishec50"
760,"Pat the Feminist",,"06/11/03 11:51:20","06/11/03 11:51:21","fishec50","fishec50"
761,"Tony's MG","See Peggy's gift","06/16/03 18:20:24","06/16/03 18:20:24","fishec50","fishec50"
762,"Adam comes out",,"06/16/03 18:49:25","06/16/03 18:49:25","fishec50","fishec50"
763,"Emma, Ed, and William","Also see: Emma's Pregnancy
William and Emma.
Will or Ed who is George's father ?
Ed and William's relationship with George","06/16/03 19:04:04","08/21/08 15:08:44","fishec50","fishec50"
764,"Greg's family problems","See Helen and Greg and Helen's Anorexia","06/17/03 16:43:24","10/04/04 12:26:03","fishec50","fishec50"
765,"Ruth and Jill's relationship",,"06/17/03 17:24:21","06/17/03 17:24:21","fishec50","fishec50"
767,"Nigel the swimming pool man",,"06/25/03 11:39:21","06/25/03 11:39:21","fishec50","fishec50"
768,"Home Farm Fattening Unit",,"06/25/03 11:50:24","06/25/03 11:50:24","fishec50","fishec50"
769,"Grey Gables -  food poisoning",,"06/26/03 10:31:58","06/26/03 10:31:58","fishec50","fishec50"
770,"Production - Mak the Sheepstealer",,"06/26/03 15:43:53","08/27/03 15:57:21","fishec50","fishec50"
771,"Fallon and The Little White Lies","Her band are called Little White Lies - Members of the band: Fallon Finn Rik and Dale","07/15/03 18:21:47","10/09/09 11:34:29","fishec50","fishec50"
772,"Caroline and Cameron",,"07/16/03 11:59:55","07/16/03 11:59:56","fishec50","fishec50"
773,"Home Farm Strawberries","Also see Adam at Home Farm.
For the 2011 Zofia story see Harry and Jazzer","07/16/03 16:41:44","06/07/11 10:50:52","fishec50","fishec50"
774,"Ed hits rock bottom","Also see - Emma, Ed and William? William and Emma. Thefts","07/16/03 16:48:21","11/21/03 14:18:18","fishec50","fishec50"
776,"Nettle Eating Contest",,"08/01/03 15:07:24","08/01/03 15:07:24","fishec50","fishec50"
779,"Glastonbury",,"08/01/03 15:51:35","08/01/03 15:51:35","fishec50","fishec50"
780,"Susan and the Show Home",,"08/01/03 16:02:32","08/01/03 16:02:33","fishec50","fishec50"
782,"CAP reform",,"08/18/03 13:00:53","08/18/03 13:00:53","fishec50","fishec50"
783,"Home Farm without Debbie",,"08/22/03 12:26:34","08/22/03 12:26:34","fishec50","fishec50"
784,"Production - Spring Festival",,"08/27/03 15:13:43","08/18/10 14:59:19","fishec50","fishec50"
785,"Fittest Person in Ambridge Competition",,"08/28/03 12:53:05","08/28/03 12:53:05","fishec50","fishec50"
786,"Grange Farm Water",,"08/28/03 14:59:59","08/28/03 14:59:59","fishec50","fishec50"
788,"Q Fever","I have checked the cards and the details are few, but I remember as a  listener that the illness is caused by inhaling the damp air that circulated when Clarrie used a hairdryer on a premature lamb. Camilla - 2003","09/10/03 10:31:54","09/10/03 11:10:23","fishec50","fishec50"
789,"Weils' disease","On cards: ""Neil complains about feeling unwell and Dr. Maclaren diagnoses flu. On Thursday he’s rushed into Borchester General. He has Weils’ disease and is in the intensive care unit for some days. When he’s fit enough to leave hospital, he goes to Brookfield to convalesce, but Mike Tucker succeeds in getting him into a Union convalescent home at St. Leonards and he goes on 31st July for two weeks."" 7th August to 4th September 1978","09/10/03 11:58:13","09/10/03 12:02:55","fishec50","fishec50"
790,"Tetanus",,"09/10/03 12:52:51","09/10/03 13:02:00","fishec50","fishec50"
791,"Voluntary work",,"09/18/03 12:56:18","09/18/03 12:58:45","fishec50","fishec50"
792,"Thefts",,"09/25/03 16:11:03","09/25/03 16:11:03","fishec50","fishec50"
793,"Bodging",,"09/25/03 16:30:03","09/25/03 16:30:03","fishec50","fishec50"
794,"Horse slashing",,"09/26/03 12:56:27","09/26/03 12:56:27","fishec50","fishec50"
795,"Lower Loxley Wine",,"09/30/03 14:10:02","09/30/03 14:10:02","fishec50","fishec50"
796,"Roy and Hayley at Willow Farm","See Marjorie's move to the Laurels","09/30/03 16:39:46","09/30/03 16:40:34","fishec50","fishec50"
797,"Moving",,"10/10/03 16:06:25","10/10/03 16:06:25","fishec50","fishec50"
798,"Brookfield Land",,"10/13/03 15:20:00","10/13/03 15:20:00","fishec50","fishec50"
799,"Death of Bill Insley",,"10/13/03 15:21:04","10/13/03 15:21:04","fishec50","fishec50"
800,"Sleep out",,"10/15/03 10:22:04","03/22/04 12:24:06","fishec50","fishec50"
801,"Production - Mystery plays","Clarrie:  Salome, a midwife                               Robert is in charge of the set
Kathy:   second woman                                   Shula and Caroline costumes
Joe:      Third shepherd                                    Neil stage manager
Betty:    midwife                                               Fallon music
Bert:     first shepherd.
Oliver:  Herod
Nigel:   A King
Kenton: Joseph
Susan:   Mary
Mike:    second shepherd
Graham Ryder: The Devil
Bartley:  a donkey
Julia:      an angel
Neville Booth: Second King
Shula:  first woman","10/15/03 10:55:11","08/04/05 15:35:40","fishec50","fishec50"
802,"George's drinking",,"11/05/03 10:53:53","11/05/03 10:53:53","fishec50","fishec50"
803,"Carol and John",,"11/06/03 15:49:59","11/06/03 15:49:59","fishec50","fishec50"
804,"Wheels to Work",,"11/21/03 10:30:38","11/21/03 10:30:38","fishec50","fishec50"
805,"Cruck barn",,"11/21/03 15:20:37","11/21/03 15:20:37","fishec50","fishec50"
806,"Brian's car crash","Tim and Janet. Tim and Siobhan.  Siobhan's pregnancy. Brian and Siobhan's affair. Brian's affair with Siobhan is over, Brian's relationship with Ruairi, Death of Siobhan and Ruairi in the Aldridge family","12/04/03 15:12:56","06/19/07 10:28:27","fishec50","fishec50"
807,"Bert in the Bungalow",,"12/04/03 17:17:49","12/04/03 17:17:49","fishec50","fishec50"
808,"Alistair's gambling  problem","Alistair’s gambling causes problems in his marriage which can also be found in the Soapbox Derby storyline.
And Poker storyline","12/08/03 12:42:46","02/06/08 15:46:58","fishec50","fishec50"
809,"John at Home Farm",,"12/10/03 11:13:56","12/02/11 11:32:33","fishec50","fishec50"
810,"Clive v The Barfords",,"12/15/03 11:08:57","12/15/03 11:08:57","fishec50","fishec50"
811,"National Poetry Day",,"12/15/03 12:09:39","12/15/03 12:09:39","fishec50","fishec50"
812,"Alice and Amy",,"12/15/03 12:19:25","12/15/03 12:19:25","fishec50","fishec50"
813,"Pole Barn",,"01/13/04 12:04:16","01/13/04 12:04:16","fishec50","fishec50"
814,"Sloe Gin",,"01/13/04 12:20:36","01/13/04 12:20:36","fishec50","fishec50"
815,"Fostering",,"01/13/04 16:40:59","01/13/04 16:41:19","fishec50","fishec50"
816,"Pip's new school",,"01/15/04 11:02:10","01/15/04 11:02:10","fishec50","fishec50"
817,"Usha and Ashok",,"01/15/04 16:18:19","01/15/04 16:18:20","fishec50","fishec50"
818,"Jack's Alzheimer's","See Peggy's stroke.
From December 2009 see -  Jack in The Laurels","01/19/04 14:55:39","02/03/10 14:31:07","fishec50","fishec50"
819,"Ashok the artist",,"01/29/04 16:48:14","01/29/04 16:48:14","fishec50","fishec50"
821,"Rugby",,"02/02/04 14:58:11","02/02/04 14:58:11","fishec50","fishec50"
822,"Self Build",,"02/02/04 15:55:13","02/02/04 15:55:13","fishec50","fishec50"
823,"Royal Weddings","29 July 1981 - The Wedding Day of Charles and Lady Diana","02/04/04 11:37:50","04/20/11 16:40:41","fishec50","fishec50"
824,"Death of Greg Turner","See Helen and Greg and Greg's family problems and Helen's Anorexia","02/11/04 15:12:23","04/04/06 12:37:50","fishec50","fishec50"
825,"Luke the drug addict",,"02/16/04 10:27:02","02/16/04 10:27:02","fishec50","fishec50"
826,"Gypsy Caravan site",,"02/17/04 15:41:40","02/17/04 15:41:40","fishec50","fishec50"
827,"Garden Centre",,"02/18/04 15:54:22","02/18/04 15:54:22","fishec50","fishec50"
828,"Emma and William's wedding","Roy is William's best man - third time lucky - Greg died and Ed left the country.","02/27/04 12:09:59","10/20/04 16:42:07","fishec50","fishec50"
829,"Horse Passport",,"02/27/04 16:37:47","02/27/04 16:37:47","fishec50","fishec50"
830,"Jean-Paul Leaves",,"03/10/04 16:35:24","03/10/04 16:35:24","fishec50","fishec50"
831,"Lilian the new tenant at Nightingale Farm",,"03/10/04 16:41:17","03/10/04 16:41:17","fishec50","fishec50"
832,"Ian the new chef at Grey Gables",,"03/11/04 16:38:43","02/27/07 10:06:20","fishec50","fishec50"
833,"kneelers for the Church",,"03/11/04 16:45:51","03/11/04 16:45:51","fishec50","fishec50"
834,"Lilian and Matt","Being investigated for fraud made Matt very on edge causing problems in his relationship with Lilian. See the ""Matt and Chalkman's financial problems"" storyline for details.
Also see: Lilian and Matt's half brother Paul
And Lilian and Paul","03/12/04 11:32:55","06/13/13 12:12:17","fishec50","fishec50"
835,"Ambridge Park Railway",,"03/12/04 14:24:55","03/12/04 14:24:55","fishec50","fishec50"
836,"Death of Ralph Bellamy",,"03/17/04 11:05:54","04/04/06 12:36:50","fishec50","fishec50"
837,"Alan's Homeless Persons Hostel",,"03/22/04 16:53:58","01/22/10 17:27:37","fishec50","fishec50"
838,"Events at The Bull",,"03/23/04 12:28:33","03/23/04 12:28:33","fishec50","fishec50"
839,"Jack's shooting",,"03/23/04 15:36:55","03/23/04 15:39:35","fishec50","fishec50"
840,"Death of Jethro Larkin",,"03/25/04 11:50:36","04/04/06 12:39:27","fishec50","fishec50"
